Unnamed: 0,Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,Module,Type,Ontology
37,conversionRatioUnits,The units of measurement.,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherConversionRatioUnits",,,True,dataProperty,,Sage Bionetworks,,,,
38,specifyConversionRatioUnit,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
39,enrichmentMethod,The method used for performing an enrichment of specific regions by a restriction enzyme digest,"Other,Unknown,Not collected,Not applicable",,,True,dataProperty,,Sage Bionetworks,,,,
40,specifyEnrichmentMethod,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
41,repositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)","ArrayExpress,Broad Single Cell Portal,dbGAP,ENA,Ensembl,FlowRepository,GenBank,GEO,GISAID,IEDB,ImmPort,MassIVE,MetaboLights,Metabolomics Workbench,MGnify,NCBI Gene,PRIDE,SRA,UniProt,OtherRepositoryName,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,Sage Bionetworks,,,,
42,specifyRepositoryName,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
43,transcriptType,The type of transcript reported,"lincRNA,mRNA,snRNA,OtherTranscriptType,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,ImmPort,,,,
44,specifyTranscriptType,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
45,resultUnit,The unit for the result value,"FPKM,RPKM,TPM,Not Specified",,,True,dataProperty,,Sage Bionetworks,,,,
46,valueReported,The count or gene count for the transcript,,,,True,dataProperty,,Sage Bionetworks,regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
47,rnaBatchID,"RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse","Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,Sage Bionetworks,,Omics,,
48,rnaBatchSize,The number of samples,,,,False,dataProperty,,Sage Bionetworks,regex search ([0-9]+\.[0-9]*.)|([0-9]+),Omics,,
49,rnaBatchSizeUnit,The unit of measurement for number of samples in a batch,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherRnaBatchSizeUnit",,,True,dataProperty,,Sage Bionetworks,,Omics,,
50,specifyRNABatchSizeUnit,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
51,useReagent,Was a reagent applied to the sample,"YesUseReagent,No",,,True,dataProperty,,"Sage Bionetworks,ImmPort",,,,
52,reagentID(s),"One or more identifiers, separated by a semicolon (;). The reagent identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
53,reagentName,The reagent name is an alternative to the Reagent ID,,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
54,reagentManufacturer,"The manufacturer is the source of a reagent and may include commercial vendors as well as non-commercial sources (e.g., collaborating labs)",,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
55,reagentCatalogNumber,"If the assay reagent is a commercial product, enter the vendor's catalog identifier. If the reagent is a custom preparation enter 'NA'. ",,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
56,reagentLotNumber,The lot number is often provided by a reagent source when the reagent is replenished over time. ,,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
57,reagentWeblink,An internet address that may provide details of an assay reagent.,,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
58,reagentContact,The contact information is particularly helpful when the reagent is not from a commercial vendor.,,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,Assay Metadata,,
59,useTreatment,Was a treatment applied to the sample,"YesUseTreatment,No",,,True,dataProperty,,"Sage Bionetworks,ImmPort",,,,
60,treatmentID(s),"One or more identifiers, separated by a semicolon (;). The treatment identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,,,
61,treatmentName,"Treatments refer to in vitro modifications of samples. Three treatment types are supported: agent amount, duration, and temperature.  Treatment name is an alternate identifier to the Treatment ID ",,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,,,
62,treatmentAmountValue,"The Amount Value indicates how much (concentration, mass, volume) of a treatment agent was applied to a sample.",,,,False,dataProperty,,"Sage Bionetworks,ImmPort",,,,
63,treatmentAmountUnit,Unit of treatment amount,"AFU,AI,AU/ml,DK units/ml,g/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml",,,False,dataProperty,,"Sage Bionetworks,ImmPort",regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
64,treatmentDurationValue,Duration of treatment,,,,False,dataProperty,,,regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
65,treatmentDurationUnit,Unit of treatment duration,"d.p.c.,Days,Hours,Minutes,Months,Not Specified,Seconds,Weeks,Years",,,False,dataProperty,,"Sage Bionetworks,ImmPort",,,,
66,treatmentTemperatureValue,Value of treatment temperature,,,,False,dataProperty,,"Sage Bionetworks,ImmPort",regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
67,treatmentTemperatureUnit,Unit of treatment temperature,"C,F,K,Not Specified",,,False,dataProperty,,"Sage Bionetworks,ImmPort",,,,
68,msTarget,specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,"TargetedMsTarget,UnTargetedMsTarget,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,Sage Bionetworks,,,,
69,msAnalyzerTypeMS1,"Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)","LTQ Orbitrap XL,Orbitrap Fusion,Orbitrap Fusion Lumos,Q Exactive,Q Exactive HF,Q Exactive HF-X,Q Exactive Plus,Exploris 240Exploris 480quadrupole time-of-flight,time-of-flight,triple quadrupole,Xevo G2 QTOF,Xevo TQ-S,Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS1,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
70,specifyMSAnalyzerTypeMS1,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
71,msAnalyzerTypeMS2,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)","LTQ Orbitrap XL,Orbitrap Fusion,Orbitrap Fusion Lumos,Q Exactive,Q Exactive HF,Q Exactive HF-X,Q Exactive Plus,Exploris 240Exploris 480quadrupole time-of-flight,time-of-flight,triple quadrupole,Xevo G2 QTOF,Xevo TQ-S,Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS2,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
72,specifyMSAnalyzerTypeMS2,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
73,msAssayTechnique,Specified the mass spectrometer technique used,"DDA-MS,DIA-MS,FIA-MSMS,HPLC-MSMS,LC-MS,LC-MSMS,MDMS-SL,MIB-MS,UPLC-MSMS,UPLC-ESI-QTOF-MS,LC-SRMOtherMsAssayTechnique,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,"Sage Bionetworks,DSLWG",,,,
74,specifyMSAssayTechnique,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
75,msAnalyteType,the type of biospecimen subjected to analysis,"Protein,metabolite,Lipid,Other,Unknown,Not collected,Not applicable,Not Specified",,,False,dataProperty,,http://purl.obolibrary.org/obo/NCIT_C156434,,,,
76,specifyMSAnalyteType,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
77,msInstrumentModel,The model of the mass spectrometer  used,"Possible values are listed under the instrument model term.OtherMsInstrumentModel,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry  ",,,,
78,specifyMSInstrumentModel,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
79,sampleIntroduction,"The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.","Other,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry  ",,,,
80,specifySampleIntroduction,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
81,extractionMethod,The name of the process used to separate a desired component of an input material from the remainder,"Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,http://purl.obolibrary.org/obo/OBI_0302884,,,,
82,acquisitionMode,"The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).","Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,https://www.ebi.ac.uk/ols/ontologies/ms/termsiri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1003213,,,,
83,acquisitionSoftware,The name of the acquisition software used,"Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,http://purl.obolibrary.org/obo/MS_1001455,,,,
84,acquistionSoftwareVersion,The version number of software used,,,,True,dataProperty,,Sage Bionetworks,regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
85,samplePrepProtocol,An internet address that may provide more details of the protocol information (web link),,,,False,dataProperty,,Sage Bionetworks,,,,
86,databaseName,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).","MassBank of North America (MoNA),NIST17,Metlin,HMDB,OtherDatabaseName,Unknown,Not collected,Not applicable,Not Specified",,,True,dataProperty,,http://purl.obolibrary.org/obo/MS_1001013,,,,
87,specifyDatabaseName,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
88,databaseSource,"The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).","OtherDatabaseSource,Unknown,Not collected,Not applicable,Not Specified",,,False,dataProperty,,http://purl.obolibrary.org/obo/MS_1001012,,,,
89,specifyDatabaseSource,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
90,databaseWeblink,"An internet address that may provide details of a database or software search, as well as for labs who generate their own search method",,,,False,dataProperty,,"Sage Bionetworks,DSLWG",,,,
91,spectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz),,,,True,dataProperty,,Sage Bionetworks,regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
92,hasIonizationSource,Were the ionization conditions recorded to enable reproduction of the experiment,"YesHasIonizationSource,No",,,True,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
93,ionProperty,Ion charge state (positive or negative-ion analysis),"Positive,Negative",,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
94,vacuumPressure,The recorded vacuum pressure value,,,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
95,vacuumPressureUnit,Unit of vacuum pressure value,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherVacuumPressureUnit",,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
96,specifyVacuumPressueUnits,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
97,lensVoltages ,"The skimmer/focusing lens voltages e.g., capillary voltage, etc.",,,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
98,lensVoltagesUnit ,Unit of lens voltages,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherLensVoltagesUnit",,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
99,specifyLensVoltageUnits,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
100,gasFlowTemperature,"e.g., nebulization gas, cone gas, etc.",,,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
101,gasFlowTemperatureUnit,Unit of gas flow temperature,"C,F,K,Not Specified",,,False,dataProperty,,"Sage Bionetworks,Proposed minimum metadata relative to mass spectrometry ",,,,
102,hasAssayControl,"Boolean flag indicating whether or not a specimen is a technical or assay control. Examples include study pools or reference pools, blanks, or internal standards.","YesHasAssayControl,No",,,True,dataProperty,,Sage Bionetworks,,,,
103,controlType,Control samples suitable for normalization and batch correction,"GIS,GoldenWest,NIST SRM 1950,AIBL pool,Baker pool,water plus Baker ISTD,study pool,internal standards,Other,Unknown,Not collected,Not applicable,Not Specified",,,False,dataProperty,,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,,,,
104,specifyControlType,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
105,experiementalBatchSize,The number of samples ,,,,False,dataProperty,,Sage Bionetworks,regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
106,experiementalBatchSizeUnit,The unit of measurement for number of samples in a experimental batch,"AFU,AI,AU/ml,DK units/ml,bpg/dl,g/l,gm,HAU,IU,iu/l,IU/ml,Kallikrein Inactivator Unit per Milliliter,kg,l,M,mg,mg/dl,mg/l,mg/ml,miu/ml,ml,mM,MOI,ng,ng/dl,ng/ml,ng/nl,ng/ul,nl,nM,Not Specified,NPX,optical density,PFU,PFUe,pg,pg/mg creatinine,pg/ml,pg/nl,pg/ul,pl,pM,Pound,TCID50,ug,ug/dl,ug/l,ug/ml,ug/ul,uiu/ml,ul,uM,umol/l,units/ml,OtherExperiementalBatchSizeUnit",,,False,dataProperty,,Sage Bionetworks,,,,
107,specifyExperimentalBatchSizeUnits,Value is determined by the data contributor,,,,False,Other,,Sage Bionetworks,,Other,String,
108,batchSize,The number of samples,,,,False,dataProperty,,Sage Bionetworks,regex search ([0-9]+\.[0-9]*.)|([0-9]+),,,
